店名,捷運站,地址,官網,wifi 穩定,價格便宜,咖啡好喝,安靜程度,插座,有無限時,有賣單品,有賣正餐,有賣甜點,週一,週三,週二,週五,週六,週四,週日,,
理想時光,大安,台北市大安區信義路四段30巷50弄1號,https://www.facebook.com/理想時光-469391333125390/,3.5,2.5,3.5,2,No,No,Yes,Yes,Yes,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,未營業,,
流浪觀點,士林,台北市士林區福壽街13號1樓,https://www.facebook.com/%E6%B5%81%E6%B5%AA%E8%A7%80%E9%BB%9E-Vagabond-Cafe-424026191034318/,5,4,3.5,4,Yes,No,,Yes,Yes,12:00 - 00:00,12:00 - 00:00,未營業,12:00 - 02:00,12:00 - 02:00,12:00 - 00:00,12:00 - 00:00,,
Seed Bureau Kafe 種子咖啡,南京復興,台北市松山區南京東路三段338巷3號,https://www.facebook.com/Seedbureau/,3.5,4,5,4,Yes,No,,,,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,未營業,11:00 - 19:00,未營業,,
肆拾肆號館,頂溪捷運站,新北市永和區文化路90巷9弄3號,https://www.facebook.com/44CafeBistro/,0,5,5,5,No,,Yes,Yes,Yes,未營業,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,,
參差_餘波未了 Remember Cafe,台電大樓,台北市中正區羅斯福路三段128巷9號,https://www.facebook.com/CCCC.coffee/,5,3,5,5,Yes,No,Yes,,Yes,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,,
喝喝咖啡 HerHer Coffee,南京復興,台北市松三區長春路498-1,https://m.facebook.com/herhercoffee/,4,5,5,5,Yes,No,No,No,No,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,09:00 - 17:00,07:30 - 17:00,未營業,,
伊聖詩私房書櫃 X 新生廚坊,"台電大樓站2號出口步10分/公館站3號出口步14分//公車站""龍安國小(公務人力發展中心)""步1分/YouBike""辛亥新生路口""站步3分",台北市新生南路三段22巷7-1號,https://www.facebook.com/pg/escentsbooks,0,5,5,5,Yes,No,No,Yes,Yes,12:00 - 21:30,12:00 - 21:30,12:00 - 21:30,12:00 - 21:30,12:00 - 21:30,12:00 - 21:30,12:00 - 21:30,,
Waffle Please 比利時列日鬆餅專賣店,港墘站2號出口,台北市內湖區港墘路127巷7號,https://www.facebook.com/wafflepleasestore/,5,4,3.5,4.5,Yes,No,,,,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,09:00 - 19:00,10:30 - 19:00,09:00 - 19:00,,
Myron cafe,,10491台北市中山區赤峰街44巷8號,暫無資料,5,4,5,4,Yes,No,Yes,Yes,Yes,,,,,,,,,
Goodman Roaster,,台北市士林區天玉街110號,https://www.facebook.com/pages/Goodman-Roaster/886090038098409?fref=ts,5,3,5,5,Yes,No,Yes,No,Yes,,,,,,,,,
豆工房GPG珈琲館,,台北市信義區永吉路231號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
PK Caffè,南京三民,台北市松山區南京東路五段123巷8弄2號,https://www.facebook.com/pkcaffe/,4.5,4.5,4.5,4,,No,,,,07:30 - 17:00,未營業,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,,
木子李饌心,,台北市 松山區民生東路五段18號,https://www.facebook.com/MoozileeCafe/,4,3.5,4,4,,,,Yes,,11:00 - 19:45,11:00 - 19:45,11:00 - 19:45,11:00 - 19:45,09:30 - 19:45,11:00 - 19:45,09:30 - 19:45,,
露特西亞天母,,台北市士林區中山北路六段446號,暫無資料,4,3.5,3,3.5,,,,,,,,,,,,,,
Felice Cafe 享樂咖啡,永春,台北市忠孝東路五段486號一樓,暫無資料,4,4,3,3,Yes,No,,Yes,Yes,,,,,,,,,
LILI KOKO Coffee,,延平北路八段2巷200弄101號,https://www.facebook.com/lilikokocoffee/,5,4.5,4.5,3.5,Yes,No,Yes,No,Yes,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,,
丹家咖啡大安店,,台北市復興南路一段340巷12號,https://www.facebook.com/dhcafedaan/,0,3,5,5,No,No,No,No,No,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,,
奶油鬍子貓,板橋捷運站,新北市板橋區大智街34號,https://www.facebook.com/happycatmeow34/,5,5,5,4,Yes,,Yes,No,Yes,10:00 - 21:00,10:00 - 21:00,未營業,10:00 - 21:00,09:00 - 21:00,10:00 - 21:00,09:00 - 19:30,,
甜心屋咖啡 Sweet Home Coffee,丹鳳站,新北市新莊區民安路33號,https://www.facebook.com/sweethomecoffee/,1,4,4.5,1,No,No,Yes,No,Yes,未營業,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 18:00,,
朵朵開咖啡,"文德站2號出口步7分/公車站""西湖園""步4分,''內湖國小''步5分/YouBike""碧湖公園""站步4分",台北市內湖區內湖路二段103巷38號,https://www.facebook.com/duoduokaicafe/,4,4,4,5,Yes,No,Yes,No,Yes,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,,
路易莎咖啡景美SOHO店,,116台北市文山區羅斯福路六段146號,暫無資料,3,3,2.5,1.5,Yes,No,Yes,Yes,Yes,,,,,,,,,
雨聲咖啡,捷運景美站,台北市文山區景華街28號,https://www.facebook.com/raincoffeee/?ref=page_internal,5,4,5,5,Yes,No,No,No,Yes,12:00 - 22:00,未營業,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,,
自家屋咖啡焙煎專賣店,,台北市內湖區內湖路一段437巷4弄2號,https://www.facebook.com/kaffaforest/,4,5,5,3,No,No,Yes,No,No,08:30 - 18:00,08:30 - 18:00,08:30 - 18:00,08:30 - 18:00,09:00 - 16:00,08:30 - 18:00,未營業,,
Louisa Coffee 瑞安店,,106台北市大安區建國南路二段151巷40號,暫無資料,4,4.5,3.5,1,Yes,No,Yes,Yes,Yes,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,,
鮮烘咖啡工作室,,台北市雲和街95號,https://m.facebook.com/HomeRoasCoffee/,5,4.5,4.5,2,Yes,No,Yes,No,Yes,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,08:00 - 21:00,10:00 - 21:00,08:00 - 21:00,,
61 Note,中山站6號出口步2分,台北市大同區南京西路64巷10弄6號,https://www.facebook.com/61note-146703125380696/,5,4,4,3,No,,Yes,Yes,Yes,未營業,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,,
ITCafe (已歇業),,台北市內湖區金莊路90號,https://www.facebook.com/itcafe522/,1,1,5,2,Yes,No,,Yes,Yes,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,,
T&T cafe (已歇業),,台北市南港區永吉路544號,https://www.facebook.com/tt.cafe1020214/,4.5,4,3.5,2.5,Yes,No,No,Yes,Yes,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,,
秋山珈琲屋,,台北市士林區雨農路25-4號2樓,https://www.facebook.com/mountemptiness/,4.5,4,4.5,5,Yes,No,Yes,No,Yes,13:30 - 22:00,未營業,13:30 - 22:00,13:30 - 22:00,13:30 - 22:00,未營業,13:30 - 22:00,,
Coffee Tiny,,台北市中山區民生東路一段54-1號,https://www.facebook.com/pg/coffeetiny/,4,5,5,3,No,No,Yes,No,Yes,07:30 - 18:30,07:30 - 18:30,07:30 - 18:30,07:30 - 18:30,07:30 - 18:30,07:30 - 18:30,07:30 - 18:30,,
馬克老爹-大同門市,,新北市汐止區大同路一段306-2號,https://www.mk-coffee.tw,5,5,5,5,Yes,No,Yes,Yes,Yes,07:30 - 19:30,07:30 - 19:30,07:30 - 19:30,07:30 - 19:30,10:00 - 18:00,07:30 - 19:30,10:00 - 18:00,,
藍色公路海景咖啡館,,244新北市林口區瑞平村66號,https://www.facebook.com/BlueWay1016/,5,3,2,4,Yes,No,No,Yes,Yes,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,,
Sway Black Coffee 嗜黑精品咖啡專門店,,台北市松山區八德路二段352號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
Cafe Ami 阿米咖啡,,台北市文山區興隆路二段154巷,暫無資料,1,4,3,1,No,No,Yes,No,No,,,,,,,,,
A Place Cafe,中山國中,台北市松山區民權東路三段160巷19弄32號,https://www.facebook.com/aplacecafe/?fref=ts,5,4,5,4,Yes,No,,Yes,Yes,,,,,,,,,
Miss V Bakery Cafe,中山站,103台灣台北市大同區赤峰街49巷22號,https://www.facebook.com/missvbakery/,4,3,3.5,2.5,No,,Yes,Yes,Yes,未營業,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,,
Luna自家烘焙咖啡,,淡水區中正路179號,暫無資料,4,3.5,4,4,,,Yes,No,No,,,,,,,,,
C＆C café,,台北市大安區羅斯福路3段283巷36號,https://www.facebook.com/CC-caf%C3%A9-319807804841198/,5,3,5,3,,No,Yes,Yes,Yes,11:00 - 21:00,11:00 - 21:00,未營業,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,,
3 Cafe Studio,,台北市中山區建國北路二段18號,https://www.facebook.com/3cafestudio/,4.5,4,4,5,Yes,,,Yes,,10:00 - 22:00,06:00 - 22:00,06:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,,
路易莎咖啡大直店,,台北市中山區北安路621巷49號,https://www.facebook.com/ABlouisa/,4,3.5,4,2.5,Yes,No,,No,Yes,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,07:30 - 19:30,07:30 - 21:00,07:30 - 19:30,,
CHUN 純咖啡,板橋站,新北市板橋區民權路260巷65號,https://www.facebook.com/CHUN-純咖啡-905313409523758/,4.5,4,5,4.5,Yes,No,Yes,No,Yes,09:00 - 21:00,09:00 - 21:00,未營業,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,,
發光吧 infinity coffee,,忠孝東路六段481號一樓,https://www.facebook.com/%E7%99%BC%E5%85%89%E5%90%A7Infinity-coffee-1039615419521261/,5,4,5,5,Yes,No,Yes,Yes,Yes,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,10:30 - 20:00,09:00 - 20:00,10:30 - 20:00,,
Rooftop café 頂樓咖啡,,新北市三峽區三樹路64號1樓,https://www.facebook.com/Rooftopcafe64/,4,5,4,4,Yes,No,No,Yes,Yes,11:00 - 03:00,11:00 - 03:00,11:00 - 03:00,11:00 - 03:00,11:00 - 03:00,11:00 - 03:00,11:00 - 03:00,,
咖啡屋 珈琲や 台北松山工房,松山捷運站,台北市松山區八德路四段758號,https://www.facebook.com/tw.coffeeya/,4,5,5,1,,No,Yes,Yes,Yes,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,11:00 - 20:00,09:00 - 20:00,11:00 - 20:00,,
Twin Brothers,,台北市大安區敦化南路一段149號,https://www.facebook.com/twinbrotherscoffee/,5,5,4,3,Yes,No,Yes,Yes,Yes,07:30 - 20:00,07:30 - 20:00,07:30 - 20:00,07:30 - 20:00,07:30 - 20:00,07:30 - 20:00,07:30 - 20:00,,
雀客咖啡,,台北市松江路253號,https://www.facebook.com/checkcafes/,5,2,3,2,Yes,,Yes,Yes,Yes,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,,
Ray Cafe,忠孝敦化,台北市忠孝東路四段170巷5弄22號,https://www.facebook.com/Ray-Cafe-1641856936128310/,3,5,4,3.5,No,No,Yes,No,Yes,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,10:00 - 18:00,08:00 - 18:00,10:00 - 18:00,,
立裴米緹咖啡館,,台北市中山區中山北路二段16巷10號,https://www.facebook.com/%E7%AB%8B%E8%A3%B4%E7%B1%B3%E7%B7%B9%E5%92%96%E5%95%A1%E9%A4%A8%E5%AE%98%E7%B6%B2-Lapres-midi-Cafe-328183203931137/,4,2,5,3,No,,,Yes,Yes,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,,
誇張古懂咖啡店,,台北市中正區臨沂街40之5號,暫無資料,4,4,4,5,,,,,,,,,,,,,,
丹家暢堤咖啡總店-健康咖啡豆專賣,,台北市內湖區瑞光路227號,https://www.facebook.com/dh.coffee?fref=ts,1,3,5,5,No,No,No,No,No,13:30 - 21:00,13:30 - 21:00,13:30 - 21:00,13:30 - 21:00,13:30 - 21:00,13:30 - 21:00,13:30 - 21:00,,
AGCT Apartment,,台北市大安區溫州街49巷2-2號3樓,https://www.facebook.com/AGCT.GROUP/,4,3.5,4,4,Yes,,,,Yes,12:00 - 18:00,12:00 - 18:00,未營業,12:00 - 18:00,12:00 - 18:00,12:00 - 18:00,12:00 - 18:00,,
珍妃咖啡坊-師大店,台電大樓站,台北市中正區羅斯福路三段88號,暫無資料,4,4,5,3,No,No,Yes,No,Yes,,,,,,,,,
Coffee Moon 珈琲月,,台北市中山區松江路123巷3號,https://www.facebook.com/Coffee-Moon-%E7%8F%88%E7%90%B2%E6%9C%88-209108199566231/?fref=ts,4,5,3,3,No,No,Yes,No,No,07:30 - 19:00,07:30 - 19:00,07:30 - 19:00,07:30 - 19:00,07:30 - 19:00,07:30 - 19:00,07:30 - 19:00,,
Fox咖啡/狐狸自家烘焙手沖咖啡,捷運大坪林站,231新北市新店區寶安街60-1號,https://www.facebook.com/Fox%E5%92%96%E5%95%A1-287405477993483/,5,5,5,5,Yes,No,Yes,No,Yes,未營業,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,,
光一旅集,,台北市大安區羅斯福路三段331號2樓,https://www.facebook.com/guangyiliuji/,4,3,5,4,,,,,,11:30 - 20:45,11:30 - 20:45,11:30 - 20:45,11:30 - 21:45,10:00 - 21:45,11:30 - 20:45,10:00 - 20:45,,
Pillow Caf'e,"科技大樓站步6分/公車站""龍門國中(和平)""步3分, ""龍門國中(建國)""步4分/YouBike""台北市立圖書館(總館)""站步4分, ""建國和平路口""""捷運科技大樓站""站步5分",台北市大安區瑞安街133號,https://www.facebook.com/Pillowcafe133/,3,3.5,4,4.5,Yes,No,,Yes,Yes,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,,
Dolly Coffee 多莉咖啡,,112台北市北投區承德路七段188巷28號1樓,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
Wicked Wolfpack,,台北市士林區中山北路七段29號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
有意樹桿Artree,,台北市信義區富陽街28號一樓,https://www.facebook.com/artreecafe/?fref=ts,5,5,4.5,4,Yes,No,No,Yes,Yes,12:00 - 22:30,12:00 - 22:30,12:00 - 22:30,12:00 - 22:30,10:30 - 22:30,12:00 - 22:30,10:30 - 22:30,,
EZspace共享空間,中山,台北市中山區中山北路一段126巷12-1號,http://www.ezspace.tw/,4,4,3,5,Yes,No,,,,,,,,,,,,
E61 咖啡場所,永安市場,新北市永和區安和路200號,暫無資料,4,4,5,3,No,No,No,No,No,,,,,,,,,
Cuiqu Coffee 奎克咖啡（台北忠孝店）,,台北市大安區忠孝東路四段216巷11弄8號1樓,http://www.cuiqu-coffee.com/index.php,4,3.5,4,4,,,Yes,Yes,Yes,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,,
伴鹿咖啡DeerFriend Café,六張犁站,大安區敦化南路二段203號4樓,https://www.facebook.com/deerfriendcafe/,5,4,4,4,Yes,No,Yes,No,Yes,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,,
貳月咖啡,"東門站5號出口步11分, 台電大樓站3號出口步13分, 古亭站5號出口步13分/公車站""溫州街口""步2分, ""和平新生路口""步5分/YouBike""金華公園""""台灣師範大學(圖書館)""站步5分",台北市大安區青田街13-1號,https://www.facebook.com/february.tw/,4.5,3.5,4,4.5,Yes,No,Yes,Yes,Yes,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,,
陋室 咖啡館 Roast Coffee,"新埔站1號出口步7分/公車站''大漢橋''步2分/YouBike""板橋四維公園""站步7分",新北市板橋區民有街63號一樓,https://www.facebook.com/RoastCoffee317/,5,4,5,5,Yes,,Yes,No,Yes,12:00 - 18:00,未營業,12:00 - 18:00,13:30 - 21:00,12:00 - 18:00,12:00 - 18:00,12:00 - 18:00,,
Fika Fika 伊通店,,台北市伊通街33號一樓,https://www.facebook.com/FikaFikaCafe,5,3,5,3,Yes,No,Yes,Yes,Yes,10:30 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,,
T-park cafe&eatery,中山,台北市中山區林森北路107巷10號,https://www.facebook.com/TPARKCAFE/?fref=ts,5,4,4,3,Yes,No,,,,未營業,11:30 - 22:00,11:30 - 22:00,11:30 - 22:00,11:30 - 22:00,11:30 - 22:00,11:30 - 22:00,,
Yvonne Caf'e,大安/大安森林公園,台北市大安區信義路三段109-4號,https://m.facebook.com/yvonnecafe/?ref=bookmarks,4,5,5,5,Yes,No,Yes,Yes,Yes,07:30 - 18:30,07:30 - 18:30,07:30 - 18:30,07:30 - 18:30,09:00 - 18:00,07:30 - 18:30,未營業,,
ZOo Café -入咖啡,,新北市板橋區東門街20號,https://www.facebook.com/zoocafe.20/,5,5,3,5,Yes,No,,,Yes,未營業,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,,
COFFEE88 | 咖啡捌拾捌,,臺北市文山區木柵路一段88號,https://www.facebook.com/coffee88roastingstudio/,2,1,1,3,Yes,No,Yes,No,Yes,11:30 - 20:00,11:30 - 20:00,11:30 - 20:00,11:30 - 22:00,11:30 - 22:00,11:30 - 20:00,11:30 - 20:00,,
Milkglider Latteartist Unity,中山國中,台北市松山區民權東路三段160巷19弄36號,https://www.facebook.com/Milkglider/,4,4,5,4,No,No,Yes,Yes,Yes,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,,
森丘 Afternoon Tease,芝山,台北市士林區中山北路六段476號2樓,https://www.facebook.com/afternoonteaser/?fref=ts,5,4,5,5,Yes,No,Yes,Yes,Yes,13:30 - 20:00,未營業,13:30 - 20:00,13:30 - 20:00,12:00 - 18:00,13:30 - 20:00,12:00 - 18:00,,
Ratio Coffee,南港展覽館站,台北市南港區富康街5號,https://www.facebook.com/RatioCoffee/,5,4,5,4,Yes,,Yes,No,Yes,未營業,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,10:00 - 18:00,11:00 - 20:00,10:00 - 18:00,,
十杯極致手作茶飲 公館店,,台北市中正區汀州路三段277號,https://www.facebook.com/spadetea/,1,5,5,1,Yes,No,Yes,No,No,,,,,,,,,
產出The Food 貳店,,台北市台北市大同區赤峰街18號之3,https://m.facebook.com/pg/thefood2017/about/?mt_nav=1,4,4,5,3.5,,,,Yes,Yes,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,09:00 - 18:00,10:00 - 18:00,09:00 - 18:00,,
Aka Coffee Brewers,,中山北路一段126巷2號,https://www.facebook.com/pg/akacoffeebrewers/reviews/,4,3,5,5,Yes,No,Yes,No,Yes,14:00 - 22:00,14:00 - 22:00,未營業,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,,
4MANO CAFFE 民生店,,105台北市松山區民生東路四段123號,https://www.facebook.com/4MANO-CAFFÉ-383046225295/,5,3,5,4,No,,Yes,Yes,Yes,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,,
旬印Anemos Cafe,南京復興,中山區長春路311-1號1樓,https://www.facebook.com/ceeinganemos/,4.5,4,4.5,5,Yes,No,Yes,Yes,Yes,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,,
馬可手作珈琲 MK Coffee Roasters,,新北市樹林區長壽街20號一樓,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
十九本舖,,新北市林口區文化二路一段86號,暫無資料,4,3,5,3,Yes,No,Yes,No,No,未營業,11:00 - 21:30,11:00 - 21:30,11:00 - 22:00,11:00 - 22:00,11:00 - 21:30,11:00 - 22:00,,
391tpe,台北101/世貿,台北市信義區莊敬路391巷11弄3號,https://www.facebook.com/pg/letsmeetf2f/about/?ref=page_internal,4.5,1.5,4,5,Yes,No,No,Yes,Yes,,,,,,,,,
Matcha One,,台北市大安區永康街75巷16號,https://m.facebook.com/MatchaOne/,3,1.5,4,3.5,,,,,,12:30 - 21:30,12:30 - 21:30,12:30 - 21:30,12:30 - 21:30,12:30 - 21:30,12:30 - 21:30,12:30 - 21:30,,
CaffeBene 咖啡伴_民生圓環門市,,台北市 松山區民生東路五段174號,https://www.facebook.com/%E5%92%96%E5%95%A1%E4%BC%B4_%E6%B0%91%E7%94%9F%E5%9C%93%E7%92%B0%E9%96%80%E5%B8%82-1963888217161620/?eid=ARDknFjY4EN1oxMStA-P6kdaq_Dvtx3Bh446T9kb9blvQHMjiH_YA78UiqzO-ZE4YNn6mGMrQO7mmERZ,4,3.5,4,4,Yes,No,,Yes,Yes,08:00 - 20:30,08:00 - 20:30,08:00 - 20:30,08:00 - 20:30,08:00 - 20:30,08:00 - 20:30,08:00 - 20:30,,
荳班房手作咖啡館,,新北市土城區延和路18巷2號,https://www.facebook.com/eva1050611/,5,5,5,5,No,,Yes,Yes,Yes,11:30 - 20:00,11:30 - 20:00,11:30 - 20:00,11:30 - 20:00,11:30 - 20:00,未營業,11:30 - 20:00,,
紅雪啡啡,南京三民,台北市松山區南京東路五段167號,https://www.facebook.com/groups/1801395823412457/,4,3,4,4,Yes,No,,,,,,,,,,,,
Amyca 音。為你,,新北市板橋區仁化街23號,https://www.facebook.com/amyca23/,5,5,5,5,Yes,,Yes,Yes,Yes,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 21:00,10:00 - 21:00,08:00 - 20:00,10:00 - 20:00,,
Ele Fun Cafe,世貿,信義區基隆路二段39巷4號,https://m.facebook.com/Ele-Fun-Caf%C3%A9-1739937062991816/,5,5,5,4,Yes,No,,No,Yes,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,未營業,08:00 - 19:00,未營業,,
Ho&Lin’s store,,新北市汐止區大同路二段285號,https://www.facebook.com/holins.store/,4,5,4,4,,No,No,Yes,No,未營業,07:00 - 16:00,07:00 - 16:00,07:00 - 16:00,08:00 - 16:00,07:00 - 16:00,未營業,,
SMOR GAFE,,台北市中山區吉林路299巷6號1樓,https://www.facebook.com/SMORGAFE/,5,5,5,5,Yes,No,No,Yes,Yes,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,12:00 - 22:00,12:00 - 22:00,11:00 - 20:00,11:00 - 20:00,,
後台咖啡,"台電大樓站2號出口步10分, 公館站3號出口步12分/公車站""臺大綜合體育館""步1分/YouBike""辛亥新生路口""站步1分",台北市大安區羅斯福路四段1號 台大綜合體育館2樓206室及214室,https://www.facebook.com/jsbackstagecafe/,4.5,4,4,4.5,Yes,,,,Yes,未營業,11:00 - 00:00,11:00 - 20:00,11:00 - 00:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,,
Aussie Cafe 澳氏咖啡,中山國小,台北市中山區中山北路二段115巷33號 (錦州街13巷進入即可看到),http://www.aussie-cafe.com.tw,5,4,5,4,Yes,,Yes,Yes,Yes,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,10:00 - 21:00,12:00 - 21:00,10:00 - 21:00,,
Old rattan coffee 荖藤咖啡,,新北市板橋區四川路一段198號,https://www.facebook.com/Old-rattan-coffee-荖藤咖啡-1486267484768792/,5,4,5,5,No,,Yes,,,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,,
戲台咖啡,,100台北市中正區愛國東路18號,暫無資料,4,4,4,5,Yes,No,Yes,Yes,Yes,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,,
森耕咖啡商行,"龍山寺站3號出口步8分/公車站''老松國小''步1分, ""祖師廟(貴陽街)""步2分, ""祖師廟(康定路)""步3分/YouBike""老松國小""站步3分",台北市萬華區貴陽街2段96巷34號,https://www.facebook.com/candonecafe/?fref=ts,1,4,5,5,No,No,Yes,No,Yes,14:00 - 00:00,14:00 - 00:00,14:00 - 00:00,14:00 - 00:00,14:00 - 00:00,14:00 - 00:00,14:00 - 00:00,,
日子選食,,台北市大同區赤峰街17巷20-1號,https://www.facebook.com/FOODSELECTOIN/,3,4,4,3,,,,,,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 22:00,09:30 - 22:00,10:00 - 21:00,09:30 - 21:00,,
轉角豆豆咖啡屋-野兔自家烘培咖啡,,台北市迪化街一段32巷9-1號,https://www.facebook.com/harecafe/,5,5,5,5,Yes,No,Yes,No,Yes,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,,
夢遊咖啡館 Longtimeago Café,忠孝敦化,台北市大安區安和路一段21巷9號,https://www.facebook.com/Longtimeagocafe/,4.8,4,4.5,3.8,Yes,Yes,,,,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,,
醜小鴨咖啡,,10491台灣台北市中山區合江街71巷8號,暫無資料,4,3.5,5,4,,,Yes,,,,,,,,,,,
Red Best Coffee 紅頂商人咖啡,,台北市士林區環河北路三段119號,http://www.redcoffee.com.tw/,5,5,5,3,Yes,No,Yes,,,13:00 - 00:00,13:00 - 00:00,13:00 - 00:00,13:00 - 00:00,未營業,13:00 - 00:00,未營業,,
Atelier 92 舊貨‧咖啡,,興隆路三段192巷2弄2號,https://www.facebook.com/Atelier92/,5,5,5,5,Yes,No,Yes,No,Yes,未營業,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,,
